WP_109785492.1	6bfe862b57bc49b65be12b5cb48bf1e0	2372	Gene3D	G3DSA:3.90.550.20		127	568	9.1E-106	T	19-02-2019
WP_109785492.1	6bfe862b57bc49b65be12b5cb48bf1e0	2372	Gene3D	G3DSA:1.10.274.80		427	538	9.1E-106	T	19-02-2019
WP_095926629.1	0041ffa4d6b54ab2112f28105ddf4b99	2366	Gene3D	G3DSA:2.10.270.10		2111	2235	5.3E-28	T	19-02-2019
WP_095926629.1	0041ffa4d6b54ab2112f28105ddf4b99	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2232	2251	7.006	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_095926629.1	0041ffa4d6b54ab2112f28105ddf4b99	2366	Gene3D	G3DSA:1.10.274.80		393	493	0.0	T	19-02-2019
WP_095926629.1	0041ffa4d6b54ab2112f28105ddf4b99	2366	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	567	774	55.983	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_095926629.1	0041ffa4d6b54ab2112f28105ddf4b99	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2006	2025	8.173	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_092347239.1	b2ab41570875aa50f9f9620ac13d64d0	2356	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	121	509	2.7E-66	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_092347239.1	b2ab41570875aa50f9f9620ac13d64d0	2356	Pfam	PF12920	TcdA/TcdB pore forming domain	1066	1701	1.9E-108	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_092347239.1	b2ab41570875aa50f9f9620ac13d64d0	2356	Gene3D	G3DSA:1.10.3730.30		163	257	6.2E-101	T	19-02-2019
WP_092347239.1	b2ab41570875aa50f9f9620ac13d64d0	2356	SUPERFAMILY	SSF53448		95	562	1.74E-57	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_092347239.1	b2ab41570875aa50f9f9620ac13d64d0	2356	Gene3D	G3DSA:3.90.550.20		121	562	6.2E-101	T	19-02-2019
WP_092347239.1	b2ab41570875aa50f9f9620ac13d64d0	2356	Gene3D	G3DSA:1.10.274.80		421	532	6.2E-101	T	19-02-2019
WP_092347239.1	b2ab41570875aa50f9f9620ac13d64d0	2356	Pfam	PF03543	Yersinia/Haemophilus virulence surface antigen	915	984	3.3E-6	T	19-02-2019	IPR006473	Peptidase C58, YopT-type domain	GO:0004197|GO:0009405	
WP_081232206.1	c12f865d7123e0284cbbb0af226ccd6a	1295	Pfam	PF11713	Peptidase C80 family	363	526	5.2E-23	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_081232206.1	c12f865d7123e0284cbbb0af226ccd6a	1295	Gene3D	G3DSA:3.10.670.10		5	186	4.0E-36	T	19-02-2019
WP_081232206.1	c12f865d7123e0284cbbb0af226ccd6a	1295	Gene3D	G3DSA:3.40.50.11050		333	579	9.4E-77	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
WP_081232206.1	c12f865d7123e0284cbbb0af226ccd6a	1295	Pfam	PF12920	TcdA/TcdB pore forming domain	641	1190	8.3E-86	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_081232206.1	c12f865d7123e0284cbbb0af226ccd6a	1295	Pfam	PF15645	Dermonecrotoxin of the Papain-like fold	39	152	1.5E-20	T	19-02-2019	IPR028907	Tox-PLDMTX domain		
WP_081232206.1	c12f865d7123e0284cbbb0af226ccd6a	1295	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	873	895	-	T	19-02-2019
WP_081232206.1	c12f865d7123e0284cbbb0af226ccd6a	1295	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	355	552	36.398	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_081232206.1	c12f865d7123e0284cbbb0af226ccd6a	1295	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	849	871	-	T	19-02-2019
WP_123530909.1	2b77cbb668318a37f4bc3f94eb68e93f	2362	Gene3D	G3DSA:1.10.3730.30		166	260	1.2E-99	T	19-02-2019
WP_123530909.1	2b77cbb668318a37f4bc3f94eb68e93f	2362	Gene3D	G3DSA:1.10.274.80		424	536	1.2E-99	T	19-02-2019
WP_123530909.1	2b77cbb668318a37f4bc3f94eb68e93f	2362	Coils	Coil		242	265	-	T	19-02-2019
WP_123530909.1	2b77cbb668318a37f4bc3f94eb68e93f	2362	SUPERFAMILY	SSF53448		119	579	3.56E-58	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_123530909.1	2b77cbb668318a37f4bc3f94eb68e93f	2362	Gene3D	G3DSA:3.90.550.20		124	562	1.2E-99	T	19-02-2019
WP_123530909.1	2b77cbb668318a37f4bc3f94eb68e93f	2362	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	124	511	2.4E-63	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_123530909.1	2b77cbb668318a37f4bc3f94eb68e93f	2362	Pfam	PF12920	TcdA/TcdB pore forming domain	1067	1712	1.0E-104	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_049844492.1	c92a544f867c4e8893e8b3a9647f066b	2016	Coils	Coil		384	404	-	T	19-02-2019
WP_049844492.1	c92a544f867c4e8893e8b3a9647f066b	2016	SignalP_EUK	SignalP-noTM		1	18	-	T	19-02-2019
WP_049844492.1	c92a544f867c4e8893e8b3a9647f066b	2016	Pfam	PF12920	TcdA/TcdB pore forming domain	728	1386	0.0	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_049844492.1	c92a544f867c4e8893e8b3a9647f066b	2016	SignalP_GRAM_POSITIVE	SignalP-TM		1	24	-	T	19-02-2019
WP_123443902.1	0d655615186c209f92d3dfa40098b8c3	2368	SUPERFAMILY	SSF53448		91	563	1.8E-57	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_123443902.1	0d655615186c209f92d3dfa40098b8c3	2368	Pfam	PF12920	TcdA/TcdB pore forming domain	1046	1704	2.8E-66	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_123443902.1	0d655615186c209f92d3dfa40098b8c3	2368	Gene3D	G3DSA:1.10.274.80		408	516	2.5E-129	T	19-02-2019
WP_123443902.1	0d655615186c209f92d3dfa40098b8c3	2368	Gene3D	G3DSA:1.10.3730.30		153	246	2.5E-129	T	19-02-2019
WP_123443902.1	0d655615186c209f92d3dfa40098b8c3	2368	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	110	495	4.0E-50	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_123443902.1	0d655615186c209f92d3dfa40098b8c3	2368	Gene3D	G3DSA:3.90.550.20		110	547	2.5E-129	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:2.10.270.10		1771	1896	3.2E-18	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	SUPERFAMILY	SSF69360		2186	2356	7.46E-33	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2099	2118	7.08	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	CDD	cd16840	toxin_MLD	3	83	1.76537E-33	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1876	1895	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:1.10.274.80		393	493	0.0	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF01473	Putative cell wall binding repeat	1988	2006	3.1E-4	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF01473	Putative cell wall binding repeat	1972	1986	0.01	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF01473	Putative cell wall binding repeat	2258	2269	0.46	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF01473	Putative cell wall binding repeat	2105	2116	0.95	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF01473	Putative cell wall binding repeat	1855	1869	0.27	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1854	1873	8.04	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1967	1986	9.24	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	567	774	56.061	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1987	2006	10.133	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	SUPERFAMILY	SSF69360		2058	2172	6.54E-22	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	96	468	1.7E-119	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2227	2249	7.593	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:2.10.270.10		1897	1980	1.5E-17	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF11713	Peptidase C80 family	576	754	1.5E-44	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	SUPERFAMILY	SSF53448		1	541	0.0	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2119	2138	7.726	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2270	2289	7.66	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2077	2097	7.66	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:1.20.58.1190		5	90	1.9E-36	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:2.10.270.10		2108	2232	2.1E-28	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:2.10.270.10		1981	2101	1.5E-27	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:2.10.270.10		2239	2364	1.1E-46	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF12918	TcdB toxin N-terminal helical domain	22	83	1.8E-15	T	19-02-2019	IPR024772	TcdA/TcdB toxin, N-terminal helical domain		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1833	1852	5.616	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:1.10.3730.30		136	236	0.0	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2007	2026	7.933	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	SUPERFAMILY	SSF69360		1812	1914	1.22E-20	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Pfam	PF12920	TcdA/TcdB pore forming domain	862	1506	0.0	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1946	1965	5.972	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1926	1945	6.584	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:3.90.550.20		96	524	0.0	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	SUPERFAMILY	SSF69360		1925	2042	8.24E-30	T	19-02-2019
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2139	2158	7.784	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2340	2359	7.66	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	Gene3D	G3DSA:3.40.50.11050		544	797	5.2E-101	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2250	2269	8.727	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1813	1832	6.112	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2209	2224	5.508	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2057	2076	6.063	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
CAA57959.1	a125511ee3234f6c6f3c0c20a38ed716	2364	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2320	2339	7.353	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_083375143.1	b5ecc55f836e84c4e33b76cbbc27555e	2367	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	132	518	2.6E-50	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_083375143.1	b5ecc55f836e84c4e33b76cbbc27555e	2367	Coils	Coil		102	122	-	T	19-02-2019
WP_083375143.1	b5ecc55f836e84c4e33b76cbbc27555e	2367	Gene3D	G3DSA:3.90.550.20		132	570	2.8E-110	T	19-02-2019
WP_083375143.1	b5ecc55f836e84c4e33b76cbbc27555e	2367	Gene3D	G3DSA:1.10.3730.30		175	268	2.8E-110	T	19-02-2019
WP_083375143.1	b5ecc55f836e84c4e33b76cbbc27555e	2367	SUPERFAMILY	SSF53448		110	586	7.31E-52	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_083375143.1	b5ecc55f836e84c4e33b76cbbc27555e	2367	Pfam	PF12920	TcdA/TcdB pore forming domain	1070	1732	1.8E-67	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_083375143.1	b5ecc55f836e84c4e33b76cbbc27555e	2367	Gene3D	G3DSA:1.10.274.80		430	540	2.8E-110	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2232	2251	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1966	1985	7.759	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Pfam	PF12919	TcdA/TcdB catalytic glycosyltransferase domain	96	468	0.0	T	19-02-2019	IPR024770	TcdA/TcdB toxin, catalytic glycosyltransferase domain	GO:0016757	
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Pfam	PF12920	TcdA/TcdB pore forming domain	862	1527	0.0	T	19-02-2019	IPR024769	TcdA/TcdB toxin, pore forming domain	GO:0009405	
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	CDD	cd16840	toxin_MLD	3	83	1.46915E-32	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:2.10.270.10		1767	1872	7.3E-8	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:2.10.270.10		1873	1987	1.3E-28	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:2.10.270.10		2027	2111	1.4E-16	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2322	2341	6.576	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2252	2271	9.05	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2076	2096	7.809	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:1.20.58.1190		5	90	7.9E-40	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1832	1851	5.558	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	SUPERFAMILY	SSF53448		1	541	0.0	T	19-02-2019	IPR029044	Nucleotide-diphospho-sugar transferases		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2208	2230	7.42	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Pfam	PF12918	TcdB toxin N-terminal helical domain	22	83	2.7E-16	T	19-02-2019	IPR024772	TcdA/TcdB toxin, N-terminal helical domain		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:2.10.270.10		1988	2026	2.1E-9	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1875	1894	7.238	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2056	2075	6.328	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1925	1944	6.452	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2098	2117	7.651	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	SUPERFAMILY	SSF69360		1852	2079	1.23E-45	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2138	2157	7.618	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1945	1964	6.559	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1986	2005	9.927	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:2.10.270.10		2112	2235	7.8E-28	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:2.10.270.10		2241	2366	7.7E-47	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	SUPERFAMILY	SSF69360		2057	2172	1.31E-22	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2118	2137	7.602	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:3.40.50.11050		544	797	3.2E-113	T	19-02-2019	IPR038383	CGT/MARTX, cysteine protease (CPD) domain superfamily		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2342	2361	7.626	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	SUPERFAMILY	SSF69360		2188	2358	1.18E-32	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:3.90.550.20		96	524	0.0	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Pfam	PF11713	Peptidase C80 family	575	754	5.9E-50	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2272	2291	8.272	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Pfam	PF01473	Putative cell wall binding repeat	1988	2005	0.0017	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Pfam	PF01473	Putative cell wall binding repeat	1971	1985	0.73	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Pfam	PF01473	Putative cell wall binding repeat	2238	2251	0.65	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Pfam	PF01473	Putative cell wall binding repeat	2104	2117	0.17	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	567	774	55.973	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:1.10.274.80		393	493	0.0	T	19-02-2019
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2006	2025	8.793	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1853	1872	7.61	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_103950673.1	cc078a71f43819a0b4d564b2400ba692	2366	Gene3D	G3DSA:1.10.3730.30		136	236	0.0	T	19-02-2019
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2614	2633	6.146	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1872	1891	8.826	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2573	2592	6.485	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	SUPERFAMILY	SSF69360		1801	1906	2.94E-15	T	19-02-2019
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2212	2231	7.957	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	SUPERFAMILY	SSF69360		2458	2555	6.28E-13	T	19-02-2019
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51771	CGT/MARTX cysteine protease (CPD) domain profile.	569	776	60.931	T	19-02-2019	IPR020974	CGT/MARTX, cysteine protease (CPD) domain		
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	1923	1942	8.115	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	Coils	Coil		48	68	-	T	19-02-2019
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2326	2345	8.52	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2161	2180	9.496	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
WP_074049856.1	499224e12b9fa89bb15667eec26b48b7	2731	ProSiteProfiles	PS51170	Cell wall-binding repeat profile.	2501	2520	10.241	T	19-02-2019	IPR018337	Cell wall/choline-binding repeat		
